"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_c ', 'Cor/raca/etnia')","('P1_d ', 'PCD')","('P1_e ', 'experiencia_profissional_prejudicada')","('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_m ', 'Você participou de entrevistas de emprego nos últimos 6 meses?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_p ', 'Atualmente qual a sua forma de trabalho?')"
m75q0uilm91ipmqc4x7j8m75q0ir2878,34.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m70n0cyu2oxavbl43qm70n05plgu3mof,29.0,Masculino,Branca,Não,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Propósito do trabalho e da empresa, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
m6u8obmkclnw7gjmh2p82g0cm6u8obm2,44.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
m6u6prj9my2v1jb1397im6u6prjpywrv,42.0,Feminino,Parda,Não,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Outra opção,Empregado (CLT),Pleno,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% presencial
m6sqkxjjkmzlmbym6sjn1vfpi8zq287u,33.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes, Ambiente e clima de trabalho",Modelo 100% remoto
m6sbwuoj5v40iriponmm6sbwuojds45t,33.0,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fui aprovado e mudei de emprego","Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho, Reputação que a empresa tem no mercado",Modelo 100% remoto
m6r8v37xm8ttvtjr8m6r8v3rlrepeamd,31.0,Masculino,Branca,Não,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial
m6cmeaur68ypetcyl76sfqm6cmeauqi3,27.0,Masculino,Branca,Não,,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m6anbnp9iaoahzx2sxgcm6anbnpcw7av,29.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fui aprovado e mudei de emprego","Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Reputação que a empresa tem no mercado",Modelo 100% remoto
m698t07ncxlaucbfpl1usmm698t07b1g,24.0,Masculino,Branca,Não,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% remoto
m5kp8rpox5leieq1m5kpbdexsezih8qd,37.0,Masculino,Branca,Não,,Graduação/Bacharelado,Ciências Sociais,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
m5k4bclqq4xxe8c3sm5kudk03cfq0v4r,47.0,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Ciências Sociais,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Ambiente e clima de trabalho,Modelo 100% remoto
m5ev5xtmskz3xctfqhvt3m5ev5xtnbw3,19.0,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,
m5a3dxq1kw3dlx8ylm5kr9loh70d8bhw,22.0,Masculino,Branca,Não,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto
m571y2gudlvea1pgbvm571yjru2wwapf,31.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto
m4x6do22p8qqc546mg54m4x6dh1k54rs,35.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m4rt80531bvn0c3parftxvm4rt80guto,31.0,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Sênior,de R$ 2.001/mês a R$ 3.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Flexibilidade de trabalho remoto, Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial
m4phdujrlg6frlt6sem4phd0lnof9rju,22.0,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m4jmtq9u7vex586ty982m4jmtqhcc5jb,35.0,Masculino,Branca,Não,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m4ddxgfqya40dtmjp9um4ddmfqrpod3q,27.0,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Química / Física,Empregado (CLT),Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fui aprovado e mudei de emprego","Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa",Modelo 100% presencial
m43sizoc6hujsfi0m43wb0fzukmsvx5p,47.0,Masculino,Branca,Não,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",Modelo 100% remoto
m3xh4pfv01wufdim3xh4b87z15dkt4vm,43.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Pleno,de R$ 16.001/mês a R$ 20.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,Estabilidade,Modelo híbrido com dias fixos de trabalho presencial
m3h8fln1pkv6nxym3hav7al7rr86gzp4,25.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,"Sim, fui aprovado e mudei de emprego","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m36jzbfv494kn31qvb3xczo8m36jzbfs,30.0,Masculino,Branca,Não,,Mestrado,Outras Engenharias,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fiz entrevistas mas não fui aprovado","Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial
m2r363wcp2156guihm2r3phjdr6376ac,34.0,Masculino,Branca,Não,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Júnior,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% presencial
m2cw6z7adf6h59vw30hlm2cw6rcl7m4k,22.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m2ak6tqv6eokm2bjqcvagkthm27qc6ub,29.0,Masculino,Branca,Não,,Pós-graduação,Outras Engenharias,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Ambiente e clima de trabalho, Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% presencial
m25hgahmllf9kytny54m25hgahjkr7ze,31.0,Masculino,Branca,Não,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Pleno,de R$ 2.001/mês a R$ 3.000/mês,"Sim, fui aprovado e mudei de emprego","Flexibilidade de trabalho remoto, Remuneração/Salário, Benefícios",Modelo 100% presencial
m22pychxal4cscm22pscp93t3uyjksid,28.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Mestrado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,
m20ua63op4vlt1z3ajfrk5im20ua6lbu,27.0,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),,,,,
m1tfk6uavop72rcpipcem1tfk6uhqmoz,43.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo 100% remoto
m1p1udk2oiaouxoxl8fmnm1p1uy03xzk,23.0,Masculino,Branca,Não,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto
m1lvabvf6p67og13qullxtlm1lvao63g,39.0,Masculino,Branca,Não,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Pleno,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
m0i2fboffiakfv6dg98bm0i2fbo3ft3m,39.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Benefícios",Modelo 100% presencial
m0bek5xvqoq7a8zbharm0bekbmimu8cd,31.0,Masculino,Branca,Não,,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,
m09qbdcnbli8fk4m093nn6etwyjc5u3n,31.0,Masculino,Branca,Não,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,
lzz17xt4vnzajpcdb76tpxlzz17fa98u,40.0,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Ambiente e clima de trabalho, Flexibilidade de trabalho remoto",Modelo 100% presencial
lzn2z9j0vosy2mkdlznobws290iqpfg1,25.0,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,,,
lzc85o4k9plzwmsbjn272ivh1uceua8n,29.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Sim, fui aprovado e mudei de emprego","Benefícios, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto
lz10qrk4j4ghqjtm7ejlz10te6cap84p,45.0,Masculino,Branca,Não,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Sim, fui aprovado mas decidi não mudar de emprego","Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo 100% remoto
lyv1iief4fdrgkn5kj6lyv1iielcuczj,35.0,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
